customer_id,age,country,gender,plan,monthly_spend,signup_date
CUST00934,60,UK,Female,Free,260.36,2025-11-25
CUST00935,57,UK,Male,Enterprise,286.45,2025-03-12
CUST00936,37,USA,Female,Pro,271.12,2024-07-30
CUST00937,59,UK,Male,Basic,154.5,2025-12-23
CUST00938,51,UK,Male,Enterprise,328.12,2025-08-01
CUST00939,28,UAE,Male,Free,92.07,2024-05-29
CUST00940,64,Canada,Female,Pro,480.6,2024-11-06
CUST00941,46,UAE,Male,Basic,53.39,2024-07-08
CUST00942,19,USA,Male,Pro,298.18,2024-08-24
CUST00943,61,Canada,Male,Pro,344.07,2025-05-03
CUST00944,26,USA,Female,Enterprise,91.99,2025-01-31
CUST00945,49,Germany,Male,Basic,96.63,2024-02-03
CUST00946,44,Canada,Female,Pro,111.28,2025-11-18
CUST00947,30,UK,Male,Free,463.55,2025-03-25
CUST00948,57,Germany,Female,Pro,443.79,2025-03-13
CUST00949,43,Canada,Female,Enterprise,197.08,2025-08-08
CUST00950,56,USA,Male,Free,225.8,2024-02-13
CUST00951,33,USA,Male,Enterprise,278.85,2025-06-12
CUST00952,66,Canada,Female,Basic,219.78,2024-11-07
CUST00953,67,UAE,Male,Enterprise,211.23,2025-09-19
CUST00954,21,USA,Female,Basic,414.95,2025-04-07
CUST00955,23,USA,Male,Free,389.37,2025-12-13
CUST00956,52,UK,Female,Enterprise,161.73,2024-01-26
CUST00957,29,Germany,Female,Basic,45.09,2024-11-27
CUST00958,62,UK,Male,Free,57.08,2025-04-05
CUST00959,58,UAE,Female,Free,363.44,2025-06-07
CUST00960,57,UK,Female,Enterprise,21.95,2024-06-23
CUST00961,39,USA,Male,Basic,434.41,2024-07-02
CUST00962,67,Canada,Female,Enterprise,154.76,2025-04-01
CUST00963,36,UK,Male,Free,480.22,2024-01-04
CUST00964,57,UAE,Female,Free,248.81,2025-05-25
CUST00965,52,Canada,Male,Enterprise,108.44,2025-11-06
CUST00966,48,Germany,Female,Enterprise,39.7,2025-09-06
CUST00967,18,UK,Male,Pro,24.46,2024-05-31
CUST00968,21,UAE,Male,Free,426.91,2025-11-14
CUST00969,54,USA,Female,Pro,460.19,2024-02-20
CUST00970,24,Germany,Male,Basic,336.05,2025-09-17
CUST00971,60,USA,Female,Basic,374.67,2025-01-03
CUST00972,20,Canada,Female,Pro,184.28,2025-01-23
CUST00973,70,Canada,Male,Enterprise,146.42,2024-05-17
CUST00974,25,UAE,Female,Pro,262.32,2025-12-13
CUST00975,31,USA,Male,Free,285.68,2025-10-06
CUST00976,51,Canada,Female,Enterprise,213.53,2024-11-20
CUST00977,34,USA,Male,Pro,307.14,2025-05-23
CUST00978,51,Germany,Male,Enterprise,441.83,2024-08-26
CUST00979,63,UAE,Male,Basic,59.1,2025-04-21
CUST00980,58,Canada,Female,Basic,207.02,2024-12-07
CUST00981,40,USA,Male,Basic,320.31,2025-12-07
CUST00982,36,UAE,Female,Free,150.14,2025-07-17
CUST00983,38,Canada,Female,Free,170.68,2025-08-05
CUST00984,57,Canada,Male,Basic,165.26,2024-12-12
CUST00985,61,Germany,Male,Enterprise,322.83,2025-05-08
CUST00986,27,Germany,Female,Pro,391.99,2025-02-27
CUST00987,65,Canada,Female,Pro,277.59,2024-01-20
CUST00988,31,USA,Female,Pro,33.11,2024-06-01
CUST00989,35,Canada,Female,Pro,313.26,2024-06-18
CUST00990,54,USA,Male,Enterprise,297.6,2024-11-11
CUST00991,63,UAE,Female,Free,206.93,2025-05-23
CUST00992,33,UAE,Female,Enterprise,108.07,2024-11-05
CUST00993,29,Canada,Male,Pro,388.9,2024-04-04
CUST00994,46,USA,Female,Free,452.48,2024-06-06
CUST00995,30,UAE,Female,Enterprise,387.77,2024-05-26
CUST00996,67,Canada,Male,Basic,362.29,2025-04-15
CUST00997,42,USA,Male,Free,155.49,2024-02-15
CUST00998,61,USA,Female,Free,233.44,2024-02-17
CUST00999,24,USA,Male,Pro,288.78,2024-11-15
CUST01000,58,UK,Male,Pro,96.27,2024-10-10
